form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
apostolus	apostolus	_	Sing	_	_	Nom	_	_	NOM
Uxor	uxor	_	Sing	_	_	Nom	_	_	NOM
non	non	_	_	_	_	_	_	_	ADVneg
habet	habeo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
potestatem	potestas	_	Sing	_	_	Acc	_	_	NOM
corporis	corpus	_	Sing	_	_	Gen	_	_	NOM
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
sed	sed	_	_	_	_	_	_	_	CONcoo
uir	uir	_	Sing	_	_	Nom	_	_	NOM

de	de	_	_	_	_	_	_	_	PRE
qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
potestate	potestas	_	Sing	_	_	Abl	_	_	NOM
sic	sic	Pos	_	_	_	_	_	_	ADV
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
iam	iam	Pos	_	_	_	_	_	_	ADV
permiserat	permitto	_	Sing	3	Ind|Pqp|Act	_	_	_	VER
continentiam	continentia	_	Sing	_	_	Acc	_	_	NOM
ut	ut	_	_	_	_	_	_	4	CONsub
eam	is	_	Sing	_	_	Acc	Fem	_	PROdem
tecum	tu界cum	_	Sing	_	_	Abl	_	_	PROper
et	et	_	_	_	_	_	_	1	ADV
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
susciperet	suscipio	_	Sing	3	Sub|Impa|Act	_	_	_	VER

Sed	sed	_	_	_	_	_	_	_	CONcoo
illud	ille	_	Sing	_	_	Nom	Neut	_	PROdem
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
minus	parum	Comp	_	_	_	_	_	2	ADV
te	tu	_	Sing	_	_	Acc	_	_	PROper
obseruasse	obseruo	_	_	_	Inf|Perf|Act	_	_	_	VER
contristor	contristo	_	Sing	1	Ind|Pres|Pass	_	_	_	VER
quia	quia	_	_	_	_	_	_	_	CONsub
tanto	tanto	Pos	_	_	_	_	_	_	ADV
humilius	humile	Comp	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
oboedientius	obedienter	Comp	_	_	_	_	_	_	ADV
ei	is	_	Sing	_	_	Dat	Com	_	PROdem
obsequi	obsequor	_	_	_	Inf|Pres|Dep	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
domestica	domesticus	Pos	Sing	_	_	Abl	Fem	2	ADJqua
conuersatione	conuersatio	_	Sing	_	_	Abl	_	_	NOM
debuisti	debeo	_	Sing	2	Ind|Perf|Act	_	_	_	VER
quanto	quanto	_	_	_	_	_	_	1	ADVrel
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
religiosius	religiose	Comp	_	_	_	_	_	_	ADV
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
rem	res	_	Sing	_	_	Acc	_	_	NOM
tam	tam	Pos	_	_	_	_	_	_	ADV
magnam	magnus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
etiam	etiam	Pos	_	_	_	_	_	_	ADV
imitando	imitor	_	Sing	_	Ger|_|Dep	Abl	_	_	VER
concesserat	concedo	_	Sing	3	Ind|Pqp|Act	_	_	1	VER

non	non	_	_	_	_	_	_	_	ADVneg
enim	enim	_	_	_	_	_	_	2	CONcoo
quia	quia	_	_	_	_	_	_	_	CONsub
pariter	pariter	Pos	_	_	_	_	_	_	ADV
temperabatis	tempero	_	Plur	2	Ind|Impa|Act	_	_	_	VER
a	ab	_	_	_	_	_	_	_	PRE
commixtione	commixtio	_	Sing	_	_	Abl	_	_	NOM
carnali	carnalis	_	Sing	_	_	Abl	Com	_	NOM
ideo	ideo	Pos	_	_	_	_	_	_	ADV
tuus	tuus	_	Sing	_	_	Nom	Masc	_	PROpos
maritus	maritus	_	Sing	_	_	Nom	_	1	NOM
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
destiterat	desisto	_	Sing	3	Ind|Pqp|Act	_	_	_	VER
immo	immo	Pos	_	_	_	_	_	_	ADV
uero	uero	_	_	_	_	_	_	4	CONcoo
tanto	tanto	Pos	_	_	_	_	_	_	ADV
sanctius	sancte	Comp	_	_	_	_	_	_	ADV
inter	inter	_	_	_	_	_	_	_	PRE
uos	uos	_	Plur	_	_	Acc	_	_	PROper
coniuges	coniux	_	Plur	_	_	Acc	_	_	NOM
manebatis	maneo	_	Plur	2	Ind|Impa|Act	_	_	_	VER
quanto	quanto	_	_	_	_	_	_	1	ADVrel
sanctiora	sanctus	Comp	Plur	_	_	Acc	Neut	_	ADJqua
concorditer	concorditer	Pos	_	_	_	_	_	_	ADV
placita	placitum	_	Plur	_	_	Acc	_	_	NOM
seruabatis	seruo	_	Plur	2	Ind|Impa|Act	_	_	_	VER

nihil	nihil	_	_	_	_	Ind	_	_	PROind
ergo	ergo	_	_	_	_	_	_	2	CONcoo
de	de	_	_	_	_	_	_	_	PRE
tua	tuus	_	Sing	_	_	Abl	Fem	_	PROpos
ueste	uestis	_	Sing	_	_	Abl	_	_	NOM
nihil	nihil	_	_	_	_	Ind	_	_	PROind
de	de	_	_	_	_	_	_	_	PRE
auro	aurum	_	Sing	_	_	Abl	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
argento	argentum	_	Sing	_	_	Abl	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
quacumque	quicumque	_	Sing	_	_	Abl	Fem	2	ADVrel
pecunia	pecunia	_	Sing	_	_	Abl	_	_	NOM
rebus	res	_	Plur	_	_	Abl	_	_	NOM
ullis	ullus	_	Plur	_	_	Abl	_	_	PROind
terrenis	terrena	_	Plur	_	_	Abl	Com	_	NOM
tuis	tuus	_	Plur	_	_	Abl	Com	_	PROpos
sine	sine	_	_	_	_	_	_	_	PRE
arbitrio	arbitrium	_	Sing	_	_	Abl	_	_	NOM
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
facere	facio	_	_	_	Inf|Pres|Act	_	_	_	VER
debuisti	debeo	_	Sing	2	Ind|Perf|Act	_	_	_	VER
ne	ne	_	_	_	_	_	_	4	CONsub
scandalizares	scandalizo	_	Sing	2	Sub|Impa|Act	_	_	_	VER
hominem	homo	_	Sing	_	_	Acc	_	_	NOM
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
deo	deus	_	Sing	_	_	Dat	_	_	NOM
tecum	tu界cum	_	Sing	_	_	Abl	_	_	PROper
maiora	magnus	Comp	Plur	_	_	Acc	Neut	_	ADJqua
uouerat	uoueo	_	Sing	3	Ind|Pqp|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ab	ab	_	_	_	_	_	_	_	PRE
eo	is	_	Sing	_	_	Abl	MascNeut	_	PROdem
quod	quod	_	_	_	_	_	_	2	CONsub
de	de	_	_	_	_	_	_	_	PRE
tua	tuus	_	Sing	_	_	Abl	Fem	_	PROpos
carne	caro	_	Sing	_	_	Abl	_	1	NOM
licita	licitus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
potestate	potestas	_	Sing	_	_	Abl	_	_	NOM
posset	possum	_	Sing	3	Sub|Impa|Act	_	_	1	VER
exigere	exigo	_	_	_	Inf|Pres|Act	_	_	_	VER
se	sui	_	Sing	_	_	Acc	_	1	PROref
continenter	continenter	Pos	_	_	_	_	_	_	ADV
abstinuerat	abstineo	_	Sing	3	Ind|Pqp|Act	_	_	_	VER

